% Model,2D_rectangle.mph
% Version,COMSOL 6.3.0.290
% Date,"May 17 2025, 14:23"
% Dimension,2
% Nodes,47
% Expressions,1
% Description,Line
% x,y,Velocity magnitude
3.207595865315813E-4,2.0996723055211855E-7,0.007500970064339994
3.207595865315813E-4,2.0991163875766543E-7,0.007499060827254263
3.207595865315813E-4,3.6325954651491385E-7,0.012768075303013444
3.207595865315813E-4,5.470017967458999E-7,0.018858071498867902
3.207595865315813E-4,5.534672284965553E-7,0.019071610033201965
3.207595865315813E-4,5.736264047263964E-7,0.01970017124800837
3.207595865315813E-4,9.780651075751756E-6,0.007823413335861819
3.207595865315813E-4,9.780641910206348E-6,0.007823727326807875
3.207595865315813E-4,9.619236552619432E-6,0.013350061696059078
3.207595865315813E-4,9.415478023340048E-6,0.02004554140168785
3.207595865315813E-4,9.391717245007023E-6,0.020824936048174637
3.207595865315813E-4,9.369288192060793E-6,0.021510064824732323
3.207595865315813E-4,8.528328085116614E-7,0.02844048827206032
3.207595865315813E-4,1.1492637377584564E-6,0.036940099348106645
3.207595865315813E-4,1.2794061963577545E-6,0.04063611665593821
3.207595865315813E-4,1.514178962303704E-6,0.04649678054617229
3.207595865315813E-4,9.052422580451916E-6,0.031246172923397736
3.207595865315813E-4,8.668790969792699E-6,0.04199030599001488
3.207595865315813E-4,2.4890445677683366E-6,0.06803901574195456
3.207595865315813E-4,2.0509892300744123E-6,0.059032000051323905
3.207595865315813E-4,3.0370456178054755E-6,0.07692497145047808
3.207595865315813E-4,1.8130685493180192E-6,0.0540209617606605
3.207595865315813E-4,8.63778676996556E-6,0.042862362838141294
3.207595865315813E-4,8.60046539428267E-6,0.043782519439103065
3.207595865315813E-4,8.119649529161149E-6,0.055610532607253876
3.207595865315813E-4,7.531924602962746E-6,0.06765367266542499
3.207595865315813E-4,7.528882370835664E-6,0.06771570830213969
3.207595865315813E-4,3.641020232037777E-6,0.08441827638991456
3.207595865315813E-4,3.1334675637791152E-6,0.07836331556766282
3.207595865315813E-4,4.25580196615596E-6,0.08904609199945761
3.207595865315813E-4,3.096259796149646E-6,0.07790638766143368
3.207595865315813E-4,6.924177234280182E-6,0.07749823165331327
3.207595865315813E-4,6.880618984821551E-6,0.07817525814054904
3.207595865315813E-4,6.822588458245694E-6,0.07881670050470119
3.207595865315813E-4,6.17645465087381E-6,0.08607806792885458
3.207595865315813E-4,5.598141865915864E-6,0.08968980351297116
3.207595865315813E-4,5.513630343180319E-6,0.09021379206862776
3.207595865315813E-4,4.917166239667654E-6,0.09108221771303879
3.207595865315813E-4,4.320833517694207E-6,0.08941501017076928
3.207595865315813E-4,5.439443323838314E-6,0.09035774602467857
3.207595865315813E-4,4.2927724649068655E-6,0.08932917281365052
3.207595865315813E-4,9.541411829309515E-8,0.003449473552108211
3.207595865315813E-4,0,0
3.207595865315813E-4,2.0987668123795601E-7,0.007497824805980569
3.207595865315813E-4,9.999999999999999E-6,0
3.207595865315813E-4,9.900295938175953E-6,0.003599543757503826
3.207595865315813E-4,9.780656983981921E-6,0.007823204868851378
